AppOpened,Time,AppOpened
akncapserver,1253204510000,EPFLscope
EPFLscope,1253205306000,akncapserver
akncapserver,1253205360000,Py_
Py_,1253205534000,EPFLscope
EPFLscope,1253205541000,Messaging
Messaging,1253205548000,Contacts
Contacts,1253205553000,Telephone
Telephone,1253206057000,EPFLscope
EPFLscope,1253206138000,Messaging
Messaging,1253206142000,Mail-for-Exchange
Mail-for-Exchange,1253206227000,Messaging
Messaging,1253208443000,Contacts
Contacts,1253215417000,EPFLscope
EPFLscope,1253215449000,Web
Web,1253216199000,SecureWidgetUI
SecureWidgetUI,1253216299000,Web
Web,1253216383000,securewidgetui
securewidgetui,1253216389000,Nokia-Messaging-email
Nokia-Messaging-email,1253216407000,Settings
Settings,1253216419000,Nokia-Messaging-email
Nokia-Messaging-email,1253216459000,SecureWidgetUI
SecureWidgetUI,1253216732000,securewidgetui
securewidgetui,1253216746000,WidgetUI
WidgetUI,1253216785000,WidgetUi
WidgetUi,1253216797000,WidgetUI
WidgetUI,1253217076000,WidgetUi
WidgetUi,1253217081000,Web
Web,1253217702000,Messaging
Messaging,1253217715000,Mail-for-Exchange
Mail-for-Exchange,1253217724000,Messaging
Messaging,1253217751000,Maps
Maps,1253217753000,Local
Local,1253217786000,Maps
Maps,1253217805000,Web
Web,1253217816000,Maps
Maps,1253217870000,psdk_lmsrvapp
psdk_lmsrvapp,1253217871000,Maps
Maps,1253217975000,EPFLscope
EPFLscope,1253218001000,Bluetooth
Bluetooth,1253218041000,Clock
Clock,1253249860000,Messaging
Messaging,1253249916000,Mail-for-Exchange
Mail-for-Exchange,1253249945000,Messaging
Messaging,1253249950000,Mail-for-Exchange
Mail-for-Exchange,1253249960000,EPFLscope
EPFLscope,1253250022000,Mail-for-Exchange
Mail-for-Exchange,1253250115000,Messaging
Messaging,1253250119000,Mail-for-Exchange
Mail-for-Exchange,1253250135000,Messaging
Messaging,1253250139000,Mail-for-Exchange
Mail-for-Exchange,1253250159000,Messaging
Messaging,1253250163000,Mail-for-Exchange
Mail-for-Exchange,1253250233000,Messaging
Messaging,1253250236000,Mail-for-Exchange
Mail-for-Exchange,1253250247000,Messaging
Messaging,1253250392000,Mail-for-Exchange
Mail-for-Exchange,1253250493000,Messaging
Messaging,1253251532000,Web
Web,1253252847000,EPFLscope
EPFLscope,1253261528000,Py_
Py_,1253264094000,EPFLscope
EPFLscope,1253269551000,Bluetooth
Bluetooth,1253269561000,akncapserver
akncapserver,1253271800000,Log
Log,1253271803000,Telephone
Telephone,1253274303000,akncapserver
akncapserver,1253274659000,EPFLscope
EPFLscope,1253275617000,Log
Log,1253275619000,Telephone
Telephone,1253275729000,Barcode-reader
Barcode-reader,1253275778000,Web
Web,1253279718000,akncapserver
akncapserver,1253280021000,Barcode-reader
Barcode-reader,1253280055000,akncapserver
akncapserver,1253280974000,Barcode-reader
Barcode-reader,1253287514000,Messaging
Messaging,1253288510000,Text-message
Text-message,1253288515000,Telephone
Telephone,1253288670000,akncapserver
akncapserver,1253289642000,Messaging
Messaging,1253289644000,Camera
Camera,1253289648000,MMFControllerProxyServer
MMFControllerProxyServer,1253289657000,Contacts
Contacts,1253290420000,Messaging
Messaging,1253290422000,Text-message
Text-message,1253290430000,Messaging
Messaging,1253290433000,Text-message
Text-message,1253290501000,Messaging
Messaging,1253290607000,Text-message
Text-message,1253290612000,Messaging
Messaging,1253290614000,Text-message
Text-message,1253294042000,Messaging
Messaging,1253298494000,Log
Log,1253298495000,Telephone
Telephone,1253298609000,EPFLscope
EPFLscope,1253299146000,Py_
Py_,1253301367000,EPFLscope
EPFLscope,1253302001000,Nokia-Messaging-email
Nokia-Messaging-email,1253302927000,EPFLscope
EPFLscope,1253304495000,akncapserver
akncapserver,1253304534000,EPFLscope
EPFLscope,1253304830000,Messaging
Messaging,1253304864000,Mail-for-Exchange
Mail-for-Exchange,1253304910000,Messaging
Messaging,1253304918000,Nokia-Messaging-email
Nokia-Messaging-email,1253304925000,Settings
Settings,1253304934000,Nokia-Messaging-email
Nokia-Messaging-email,1253304945000,Settings
Settings,1253304975000,Nokia-Messaging-email
Nokia-Messaging-email,1253305132000,Web
Web,1253305585000,EPFLscope
EPFLscope,1253307709000,Messaging
Messaging,1253307746000,EPFLscope
EPFLscope,1253341664000,Messaging
Messaging,1253341710000,Mail-for-Exchange
Mail-for-Exchange,1253341776000,Messaging
Messaging,1253341785000,EPFLscope
EPFLscope,1253341791000,Nokia-Messaging-email
Nokia-Messaging-email,1253348305000,Messaging
Messaging,1253348517000,EPFLscope
EPFLscope,1253348535000,Web
Web,1253348609000,Maps
Maps,1253348614000,Local
Local,1253348709000,Maps
Maps,1253348864000,EPFLscope
EPFLscope,1253349691000,Web
Web,1253350072000,Messaging
Messaging,1253350079000,Mail-for-Exchange
Mail-for-Exchange,1253350081000,Messaging
Messaging,1253353069000,Py_
Py_,1253354852000,Messaging
Messaging,1253354858000,EPFLscope
EPFLscope,1253355116000,Py_
Py_,1253355129000,EPFLscope
EPFLscope,1253355143000,Messaging
Messaging,1253355417000,Py_
Py_,1253358312000,EPFLscope
EPFLscope,1253358328000,Py_
Py_,1253360587000,EPFLscope
EPFLscope,1253360763000,Py_
Py_,1253360832000,EPFLscope
EPFLscope,1253361060000,Py_
Py_,1253365418000,EPFLscope
EPFLscope,1253365423000,Messaging
Messaging,1253365451000,Mail-for-Exchange
Mail-for-Exchange,1253365492000,Messaging
Messaging,1253365504000,Py_
Py_,1253368097000,EPFLscope
EPFLscope,1253368368000,Contacts
Contacts,1253368413000,Telephone
Telephone,1253368526000,Messaging
Messaging,1253368538000,akncapserver
akncapserver,1253368539000,Contacts
Contacts,1253368544000,EPFLscope
EPFLscope,1253368903000,Py_
Py_,1253370442000,EPFLscope
EPFLscope,1253370452000,Messaging
Messaging,1253370651000,Py_
Py_,1253373023000,Messaging
Messaging,1253373065000,Nokia-Messaging-email
Nokia-Messaging-email,1253373071000,Settings
Settings,1253373088000,Nokia-Messaging-email
Nokia-Messaging-email,1253373173000,EPFLscope
EPFLscope,1253373370000,Py_
Py_,1253374757000,EPFLscope
EPFLscope,1253374763000,Web
Web,1253375237000,Contacts
Contacts,1253375277000,Telephone
Telephone,1253375777000,Contacts
Contacts,1253375792000,EPFLscope
EPFLscope,1253375826000,Web
Web,1253375827000,akncapserver
akncapserver,1253375828000,Nokia-Messaging-email
Nokia-Messaging-email,1253375832000,Settings
Settings,1253375847000,Nokia-Messaging-email
Nokia-Messaging-email,1253375850000,Web
Web,1253376050000,aknnfysrv
aknnfysrv,1253376156000,Web
Web,1253376178000,WidgetUI
WidgetUI,1253376534000,akncapserver
akncapserver,1253378340000,EPFLscope
EPFLscope,1253378342000,Messaging
Messaging,1253378346000,Text-message
Text-message,1253378419000,Messaging
Messaging,1253382172000,Contacts
Contacts,1253382653000,Video-centre
Video-centre,1253382666000,My-videos
My-videos,1253382680000,Video-centre
Video-centre,1253382687000,Contacts
Contacts,1253384949000,Calendar
Calendar,1253384961000,akncapserver
akncapserver,1253385550000,EPFLscope
EPFLscope,1253385556000,Search
Search,1253385557000,EPFLscope
EPFLscope,1253385567000,Contacts
Contacts,1253386804000,EPFLscope
EPFLscope,1253392207000,akncapserver
akncapserver,1253431153000,Telephone
Telephone,1253431159000,Web
Web,1253431233000,Contacts
Contacts,1253431304000,EPFLscope
EPFLscope,1253431317000,Nokia-Messaging-email
Nokia-Messaging-email,1253431349000,WidgetUI
WidgetUI,1253431509000,WidgetUi
WidgetUi,1253443578000,EPFLscope
EPFLscope,1253443586000,Contacts
Contacts,1253450006000,Telephone
Telephone,1253451994000,Contacts
Contacts,1253452021000,EPFLscope
EPFLscope,1253461704000,Messaging
Messaging,1253461751000,Web
Web,1253463676000,NaviGo
NaviGo,1253464589000,Web
Web,1253464629000,SecureWidgetUI
SecureWidgetUI,1253465175000,securewidgetui
securewidgetui,1253465187000,Web
Web,1253465377000,Installer
Installer,1253465418000,Web
Web,1253465432000,Opera-Mini-5-beta
Opera-Mini-5-beta,1253467084000,EPFLscope
EPFLscope,1253467135000,Messaging
Messaging,1253467241000,Settings
Settings,1253467299000,Log
Log,1253467322000,Messaging
Messaging,1253467338000,Service-comm.
Service-comm.,1253467341000,Messaging
Messaging,1253470613000,EPFLscope
EPFLscope,1253474290000,Messaging
Messaging,1253474485000,Mail-for-Exchange
Mail-for-Exchange,1253474510000,Messaging
Messaging,1253474857000,Mail-for-Exchange
Mail-for-Exchange,1253474861000,Messaging
Messaging,1253474888000,Calendar
Calendar,1253474975000,Opera-Mini-5-beta
Opera-Mini-5-beta,1253475502000,EPFLscope
EPFLscope,1253475510000,Opera-Mini-5-beta
Opera-Mini-5-beta,1253475558000,EPFLscope
EPFLscope,1253511561000,Messaging
Messaging,1253511600000,Mail-for-Exchange
Mail-for-Exchange,1253511611000,Messaging
Messaging,1253511628000,EPFLscope
EPFLscope,1253511649000,Opera-Mini-5-beta
Opera-Mini-5-beta,1253516308000,EPFLscope
EPFLscope,1253517079000,Py_
Py_,1253517181000,EPFLscope
EPFLscope,1253517693000,Messaging
Messaging,1253518014000,Py_
Py_,1253518193000,EPFLscope
EPFLscope,1253518314000,Py_
Py_,1253518714000,EPFLscope
EPFLscope,1253518719000,Messaging
Messaging,1253518775000,Calendar
Calendar,1253518916000,Py_
Py_,1253521443000,Messaging
Messaging,1253521472000,Mail-for-Exchange
Mail-for-Exchange,1253521482000,Messaging
Messaging,1253521484000,Mail-for-Exchange
Mail-for-Exchange,1253521489000,Messaging
Messaging,1253521501000,EPFLscope
EPFLscope,1253521646000,Py_
Py_,1253522614000,EPFLscope
EPFLscope,1253522634000,Maps
Maps,1253522647000,Local
Local,1253522923000,EPFLscope
EPFLscope,1253522943000,Messaging
Messaging,1253522978000,NaviGo
NaviGo,1253523059000,Messaging
Messaging,1253523145000,Py_
Py_,1253523239000,Maps
Maps,1253523251000,Local
Local,1253523479000,Maps
Maps,1253523491000,Local
Local,1253523520000,EPFLscope
EPFLscope,1253523774000,Py_
Py_,1253523864000,EPFLscope
EPFLscope,1253524074000,Py_
Py_,1253524105000,EPFLscope
EPFLscope,1253524109000,Messaging
Messaging,1253524278000,Maps
Maps,1253524286000,Local
Local,1253524376000,Py_
Py_,1253524469000,EPFLscope
EPFLscope,1253524675000,Py_
Py_,1253525207000,akncapserver
akncapserver,1253527178000,Messaging
Messaging,1253530012000,Mail-for-Exchange
Mail-for-Exchange,1253530073000,Messaging
Messaging,1253530930000,Mail-for-Exchange
Mail-for-Exchange,1253530965000,Messaging
Messaging,1253530969000,Mail-for-Exchange
Mail-for-Exchange,1253530987000,Messaging
Messaging,1253532361000,Camera
Camera,1253532389000,MMFControllerProxyServer
MMFControllerProxyServer,1253532398000,Music-player
Music-player,1253533166000,Messaging
Messaging,1253533205000,Mail-for-Exchange
Mail-for-Exchange,1253533221000,Messaging
Messaging,1253533236000,Mail-for-Exchange
Mail-for-Exchange,1253533648000,Messaging
Messaging,1253533698000,Text-message
Text-message,1253533825000,Messaging
Messaging,1253533831000,akncapserver
akncapserver,1253534073000,Log
Log,1253534075000,Telephone
Telephone,1253534664000,Messaging
Messaging,1253536806000,Mail-for-Exchange
Mail-for-Exchange,1253536874000,Messaging
Messaging,1253536894000,Camera
Camera,1253536899000,MMFControllerProxyServer
MMFControllerProxyServer,1253537689000,Messaging
Messaging,1253537742000,Mail-for-Exchange
Mail-for-Exchange,1253537770000,Messaging
Messaging,1253540712000,akncapserver
akncapserver,1253541810000,Messaging
Messaging,1253541885000,NaviGo
NaviGo,1253542899000,Messaging
Messaging,1253543044000,Camera
Camera,1253543065000,Messaging
Messaging,1253543079000,Log
Log,1253544283000,Messaging
Messaging,1253546376000,Text-message
Text-message,1253546382000,Messaging
Messaging,1253546387000,Text-message
Text-message,1253546392000,Messaging
Messaging,1253547060000,Web
Web,1253551186000,Messaging
Messaging,1253554410000,Calendar
Calendar,1253558402000,Camera
Camera,1253561171000,File-manager
File-manager,1253561184000,Installer
Installer,1253561202000,File-manager
File-manager,1253561209000,GFLM-work-thread
GFLM-work-thread,1253563024000,Log
Log,1253563183000,Messaging
Messaging,1253563209000,Opera-Mini-5-beta
Opera-Mini-5-beta,1253563257000,App.-manager
App.-manager,1253563265000,Clock
Clock,1253563488000,Opera-Mini-5-beta
Opera-Mini-5-beta,1253595327000,Clock
Clock,1253595339000,Messaging
Messaging,1253595391000,Mail-for-Exchange
Mail-for-Exchange,1253595403000,Messaging
Messaging,1253595405000,Mail-for-Exchange
Mail-for-Exchange,1253595471000,Messaging
Messaging,1253595483000,EPFLscope
EPFLscope,1253596977000,Contacts
Contacts,1253597037000,Messaging
Messaging,1253597042000,Text-message
Text-message,1253597713000,Messaging
Messaging,1253599511000,Py_
Py_,1253599707000,EPFLscope
EPFLscope,1253599813000,Py_
Py_,1253600022000,Telephone
Telephone,1253600039000,MMFControllerProxyServer
MMFControllerProxyServer,1253600051000,Py_
Py_,1253601300000,Telephone
Telephone,1253601317000,MMFControllerProxyServer
MMFControllerProxyServer,1253601497000,Py_
Py_,1253603408000,EPFLscope
EPFLscope,1253603411000,Messaging
Messaging,1253603413000,Contacts
Contacts,1253603417000,Telephone
Telephone,1253603457000,akncapserver
akncapserver,1253603513000,Py_
Py_,1253604067000,Log
Log,1253604068000,Telephone
Telephone,1253605501000,akncapserver
akncapserver,1253605614000,aknnfysrv
aknnfysrv,1253612184000,Messaging
Messaging,1253612195000,Text-message
Text-message,1253612221000,Messaging
Messaging,1253616144000,Log
Log,1253616147000,EPFLscope
EPFLscope,1253616151000,Contacts
Contacts,1253616181000,Messaging
Messaging,1253616299000,Text-message
Text-message,1253616315000,Messaging
Messaging,1253616457000,Maps
Maps,1253616463000,Local
Local,1253616641000,Maps
Maps,1253616643000,Local
Local,1253616653000,Calendar
Calendar,1253618845000,Messaging
Messaging,1253618863000,Maps
Maps,1253618875000,Local
Local,1253618975000,Maps
Maps,1253619024000,Opera-Mini-5-beta
Opera-Mini-5-beta,1253619643000,Calendar
Calendar,1253619805000,Messaging
Messaging,1253624171000,Text-message
Text-message,1253624273000,Messaging
Messaging,1253624274000,akncapserver
akncapserver,1253624401000,Text-message
Text-message,1253624402000,Messaging
Messaging,1253624418000,Telephone
Telephone,1253624429000,MMFControllerProxyServer
MMFControllerProxyServer,1253625150000,akncapserver
akncapserver,1253628525000,Py_
Py_,1253630706000,akncapserver
akncapserver,1253631871000,Messaging
Messaging,1253631877000,Maps
Maps,1253632134000,Telephone
Telephone,1253632144000,MMFControllerProxyServer
MMFControllerProxyServer,1253632387000,akncapserver
akncapserver,1253634502000,Messaging
Messaging,1253636372000,Text-message
Text-message,1253636374000,Messaging
Messaging,1253637120000,Log
Log,1253637123000,Telephone
Telephone,1253637609000,Messaging
Messaging,1253637614000,Telephone
Telephone,1253637617000,Text-message
Text-message,1253637976000,Messaging
Messaging,1253640856000,Log
Log,1253640862000,Telephone
Telephone,1253641802000,EPFLscope
EPFLscope,1253646724000,Opera-Mini-5-beta
Opera-Mini-5-beta,1253647389000,EPFLscope
EPFLscope,1253647393000,Opera-Mini-5-beta
Opera-Mini-5-beta,1253647479000,EPFLscope
EPFLscope,1253647483000,akncapserver
akncapserver,1253647486000,Opera-Mini-5-beta
Opera-Mini-5-beta,1253649598000,NaviGo
NaviGo,1253649954000,Clock
Clock,1253649973000,Log
Log,1253649977000,EPFLscope
EPFLscope,1253681727000,NaviGo
NaviGo,1253681767000,WidgetUI
WidgetUI,1253681795000,WidgetUi
WidgetUi,1253681799000,Messaging
Messaging,1253681852000,Mail-for-Exchange
Mail-for-Exchange,1253681861000,Messaging
Messaging,1253681864000,Mail-for-Exchange
Mail-for-Exchange,1253681873000,Messaging
Messaging,1253681874000,Mail-for-Exchange
Mail-for-Exchange,1253681898000,Messaging
Messaging,1253681901000,Mail-for-Exchange
Mail-for-Exchange,1253681985000,Messaging
Messaging,1253682006000,Nokia-Messaging-email
Nokia-Messaging-email,1253682081000,Settings
Settings,1253682096000,Nokia-Messaging-email
Nokia-Messaging-email,1253682165000,Settings
Settings,1253682192000,Nokia-Messaging-email
Nokia-Messaging-email,1253682320000,EPFLscope
EPFLscope,1253682343000,Messaging
Messaging,1253682389000,Clock
Clock,1253683350000,Messaging
Messaging,1253685889000,NaviGo
NaviGo,1253686203000,Messaging
Messaging,1253686256000,NaviGo
NaviGo,1253686682000,EPFLscope
EPFLscope,1253686916000,File-manager
File-manager,1253686936000,Notes
Notes,1253687018000,File-manager
File-manager,1253687024000,EPFLscope
EPFLscope,1253687111000,Settings
Settings,1253687163000,akncapserver
akncapserver,1253687357000,Messaging
Messaging,1253687386000,Mail-for-Exchange
Mail-for-Exchange,1253687417000,Messaging
Messaging,1253687423000,Contacts
Contacts,1253687430000,EPFLscope
EPFLscope,1253687435000,Contacts
Contacts,1253687459000,Telephone
Telephone,1253687614000,MMFControllerProxyServer
MMFControllerProxyServer,1253687696000,akncapserver
akncapserver,1253688063000,EPFLscope
EPFLscope,1253688322000,Contacts
Contacts,1253688345000,EPFLscope
EPFLscope,1253688427000,Messaging
Messaging,1253688446000,EPFLscope
EPFLscope,1253688466000,Settings
Settings,1253688479000,EPFLscope
EPFLscope,1253688880000,Py_
Py_,1253691310000,Telephone
Telephone,1253691319000,MMFControllerProxyServer
MMFControllerProxyServer,1253691912000,akncapserver
akncapserver,1253692490000,EPFLscope
EPFLscope,1253694000000,Settings
Settings,1253694014000,akncapserver
akncapserver,1253694082000,Messaging
Messaging,1253694087000,Mail-for-Exchange
Mail-for-Exchange,1253694106000,Messaging
Messaging,1253696314000,Maps
Maps,1253696491000,Local
Local,1253696749000,File-manager
File-manager,1253696758000,Installer
Installer,1253696913000,Messaging
Messaging,1253696942000,EPFLscope
EPFLscope,1253697414000,Telephone
Telephone,1253697427000,MMFControllerProxyServer
MMFControllerProxyServer,1253697436000,EPFLscope
EPFLscope,1253698274000,Maps
Maps,1253698379000,Local
Local,1253698461000,GPS-data
GPS-data,1253698571000,Maps
Maps,1253698683000,Carousel
Carousel,1253698685000,Maps
Maps,1253698841000,Python
Python,1253698847000,EPFLscope
EPFLscope,1253698873000,WLAN-wizard
WLAN-wizard,1253698925000,EPFLscope
EPFLscope,1253701227000,Py_
Py_,1253704784000,EPFLscope
EPFLscope,1253704793000,Web
Web,1253704795000,EPFLscope
EPFLscope,1253704890000,Settings
Settings,1253704903000,akncapserver
akncapserver,1253704982000,Py_
Py_,1253705801000,Settings
Settings,1253705861000,Opera-Mini-5-beta
Opera-Mini-5-beta,1253706211000,akncapserver
akncapserver,1253707146000,File-manager
File-manager,1253707158000,Notes
Notes,1253707194000,File-manager
File-manager,1253707198000,GFLM-work-thread
GFLM-work-thread,1253707200000,File-manager
File-manager,1253707377000,Contacts
Contacts,1253707413000,Telephone
Telephone,1253707455000,Log
Log,1253707466000,Contacts
Contacts,1253709903000,akncapserver
akncapserver,1253710104000,Telephone
Telephone,1253710107000,MMFControllerProxyServer
MMFControllerProxyServer,1253710120000,akncapserver
akncapserver,1253710153000,Messaging
Messaging,1253710155000,Text-message
Text-message,1253710158000,akncapserver
akncapserver,1253712786000,Log
Log,1253712789000,Telephone
Telephone,1253713735000,Messaging
Messaging,1253715991000,Mail-for-Exchange
Mail-for-Exchange,1253717153000,Telephone
Telephone,1253717156000,MMFControllerProxyServer
MMFControllerProxyServer,1253717173000,Mail-for-Exchange
Mail-for-Exchange,1253717400000,Messaging
Messaging,1253718085000,Calendar
Calendar,1253719186000,akncapserver
akncapserver,1253719188000,Messaging
Messaging,1253719476000,NaviGo
NaviGo,1253719649000,Log
Log,1253719651000,EPFLscope
EPFLscope,1253719657000,Messaging
Messaging,1253719659000,Log
Log,1253719661000,Telephone
Telephone,1253719904000,EPFLscope
EPFLscope,1253719909000,Log
Log,1253719910000,EPFLscope
EPFLscope,1253720051000,Py_
Py_,1253720346000,EPFLscope
EPFLscope,1253720350000,Contacts
Contacts,1253720357000,Telephone
Telephone,1253720595000,Py_
Py_,1253721172000,Settings
Settings,1253721181000,Contacts
Contacts,1253721186000,EPFLscope
EPFLscope,1253721195000,Py_
Py_,1253721585000,EPFLscope
EPFLscope,1253721590000,Calendar
Calendar,1253724241000,Messaging
Messaging,1253724245000,Calendar
Calendar,1253724251000,Messaging
Messaging,1253734913000,Settings
Settings,1253735112000,Paramu00e8tres
Paramu00e8tres,1253736475000,akncapserver
akncapserver,1253736487000,Messaging
Messaging,1253736524000,Gallery
Gallery,1253736531000,EPFLscope
EPFLscope,1253736542000,Opera-Mini-5-beta
Opera-Mini-5-beta,1253736925000,Contacts
Contacts,1253736976000,SecureWidgetUI
SecureWidgetUI,1253736983000,securewidgetui
securewidgetui,1253736990000,SecureWidgetUI
SecureWidgetUI,1253737117000,securewidgetui
securewidgetui,1253737127000,EPFLscope
EPFLscope,1253737145000,Carousel
Carousel,1253737147000,EPFLscope
EPFLscope,1253737154000,Clock
Clock,1253769307000,akncapserver
akncapserver,1253769316000,Messaging
Messaging,1253769361000,Mail-for-Exchange
Mail-for-Exchange,1253769373000,Messaging
Messaging,1253769376000,Mail-for-Exchange
Mail-for-Exchange,1253769387000,Messaging
Messaging,1253769390000,Mail-for-Exchange
Mail-for-Exchange,1253769410000,Messaging
Messaging,1253769426000,Mail-for-Exchange
Mail-for-Exchange,1253769430000,Messaging
Messaging,1253769588000,Carousel
Carousel,1253769621000,Maps
Maps,1253769633000,MapsAudioThread
MapsAudioThread,1253769636000,EPFLscope
EPFLscope,1253770087000,Messaging
Messaging,1253770092000,EPFLscope
EPFLscope,1253770097000,Messaging
Messaging,1253770111000,Mail-for-Exchange
Mail-for-Exchange,1253770127000,Messaging
Messaging,1253773310000,EPFLscope
EPFLscope,1253773826000,Messaging
Messaging,1253773831000,Mail-for-Exchange
Mail-for-Exchange,1253773876000,Messaging
Messaging,1253774315000,EPFLscope
EPFLscope,1253775152000,Mail-for-Exchange
Mail-for-Exchange,1253775209000,Messaging
Messaging,1253775285000,EPFLscope
EPFLscope,1253775324000,Py_
Py_,1253775630000,EPFLscope
EPFLscope,1253775634000,akncapserver
akncapserver,1253775637000,Messaging
Messaging,1253775641000,Mail-for-Exchange
Mail-for-Exchange,1253775674000,Messaging
Messaging,1253775676000,Mail-for-Exchange
Mail-for-Exchange,1253775713000,Messaging
Messaging,1253775927000,Py_
Py_,1253776181000,Calendar
Calendar,1253776453000,EPFLscope
EPFLscope,1253776528000,Py_
Py_,1253777072000,EPFLscope
EPFLscope,1253777089000,Log
Log,1253777128000,Py_
Py_,1253777138000,EPFLscope
EPFLscope,1253777430000,Py_
Py_,1253777468000,EPFLscope
EPFLscope,1253777480000,Messaging
Messaging,1253777585000,EPFLscope
EPFLscope,1253777671000,Py_
Py_,1253778005000,EPFLscope
EPFLscope,1253778295000,Py_
Py_,1253778309000,akncapserver
akncapserver,1253778333000,Messaging
Messaging,1253778336000,Mail-for-Exchange
Mail-for-Exchange,1253778498000,Messaging
Messaging,1253778594000,Py_
Py_,1253781815000,Telephone
Telephone,1253781819000,MMFControllerProxyServer
MMFControllerProxyServer,1253781876000,akncapserver
akncapserver,1253785628000,Messaging
Messaging,1253785641000,Nokia-Messaging-email
Nokia-Messaging-email,1253785645000,Settings
Settings,1253785660000,Nokia-Messaging-email
Nokia-Messaging-email,1253785676000,Settings
Settings,1253785679000,Nokia-Messaging-email
Nokia-Messaging-email,1253785709000,Messaging
Messaging,1253785715000,Nokia-Messaging-email
Nokia-Messaging-email,1253787662000,Telephone
Telephone,1253787664000,MMFControllerProxyServer
MMFControllerProxyServer,1253787824000,akncapserver
akncapserver,1253787831000,Messaging
Messaging,1253790122000,EPFLscope
EPFLscope,1253796303000,akncapserver
akncapserver,1253797502000,EPFLscope
EPFLscope,1253797517000,Messaging
Messaging,1253797519000,akncapserver
akncapserver,1253799386000,Messaging
Messaging,1253799402000,Text-message
Text-message,1253799435000,Messaging
Messaging,1253799777000,Web
Web,1253800014000,Opera-Mini-5-beta
Opera-Mini-5-beta,1253800990000,Web
Web,1253801289000,Opera-Mini-5-beta
Opera-Mini-5-beta,1253801396000,akncapserver
akncapserver,1253801406000,Telephone
Telephone,1253801410000,MMFControllerProxyServer
MMFControllerProxyServer,1253801574000,akncapserver
akncapserver,1253803629000,Messaging
Messaging,1253803635000,EPFLscope
EPFLscope,1253803914000,Py_
Py_,1253803931000,EPFLscope
EPFLscope,1253803934000,Messaging
Messaging,1253803943000,Text-message
Text-message,1253804166000,Messaging
Messaging,1253804200000,EPFLscope
EPFLscope,1253804218000,Py_
Py_,1253804599000,EPFLscope
EPFLscope,1253804843000,Py_
Py_,1253805513000,EPFLscope
EPFLscope,1253805685000,Py_
Py_,1253805813000,Telephone
Telephone,1253805819000,MMFControllerProxyServer
MMFControllerProxyServer,1253805820000,EPFLscope
EPFLscope,1253805875000,Contacts
Contacts,1253805880000,Telephone
Telephone,1253805988000,Py_
Py_,1253806617000,Contacts
Contacts,1253806620000,EPFLscope
EPFLscope,1253806889000,Py_
Py_,1253807016000,Telephone
Telephone,1253807023000,MMFControllerProxyServer
MMFControllerProxyServer,1253807168000,akncapserver
akncapserver,1253807177000,EPFLscope
EPFLscope,1253807433000,Py_
Py_,1253807494000,EPFLscope
EPFLscope,1253807751000,Py_
Py_,1253808210000,EPFLscope
EPFLscope,1253820427000,Messaging
Messaging,1253821231000,akncapserver
akncapserver,1253821761000,EPFLscope
EPFLscope,1253821770000,Clock
Clock,1253829323000,EPFLscope
EPFLscope,1253854782000,Clock
Clock,1253854796000,Messaging
Messaging,1253854835000,Mail-for-Exchange
Mail-for-Exchange,1253854872000,Messaging
Messaging,1253858761000,EPFLscope
EPFLscope,1253858783000,Web
Web,1253860266000,Messaging
Messaging,1253860288000,EPFLscope
EPFLscope,1253860538000,Py_
Py_,1253860628000,Telephone
Telephone,1253860636000,EPFLscope
EPFLscope,1253860777000,Py_
Py_,1253861089000,EPFLscope
EPFLscope,1253861094000,Messaging
Messaging,1253861099000,Text-message
Text-message,1253861261000,Py_
Py_,1253861353000,Messaging
Messaging,1253861373000,Text-message
Text-message,1253861376000,Messaging
Messaging,1253861409000,Log
Log,1253861411000,Telephone
Telephone,1253861580000,akncapserver
akncapserver,1253861587000,Messaging
Messaging,1253861594000,Text-message
Text-message,1253861660000,Messaging
Messaging,1253861671000,Text-message
Text-message,1253861832000,Messaging
Messaging,1253862077000,Mail-for-Exchange
Mail-for-Exchange,1253862123000,Messaging
Messaging,1253863443000,EPFLscope
EPFLscope,1253863636000,Py_
Py_,1253865644000,EPFLscope
EPFLscope,1253865656000,Messaging
Messaging,1253865659000,Mail-for-Exchange
Mail-for-Exchange,1253865736000,Messaging
Messaging,1253865743000,File-manager
File-manager,1253865744000,GFLM-work-thread
GFLM-work-thread,1253865745000,File-manager
File-manager,1253865895000,EPFLscope
EPFLscope,1253868953000,Telephone
Telephone,1253868958000,MMFControllerProxyServer
MMFControllerProxyServer,1253868968000,akncapserver
akncapserver,1253869074000,EPFLscope
EPFLscope,1253869077000,akncapserver
akncapserver,1253869079000,Log
Log,1253869177000,akncapserver
akncapserver,1253869184000,Messaging
Messaging,1253870550000,Log
Log,1253870555000,Telephone
Telephone,1253871918000,Messaging
Messaging,1253871926000,Text-message
Text-message,1253871965000,Messaging
Messaging,1253872385000,Telephone
Telephone,1253872388000,MMFControllerProxyServer
MMFControllerProxyServer,1253872467000,akncapserver
akncapserver,1253873851000,Messaging
Messaging,1253874264000,Py_
Py_,1253875576000,Messaging
Messaging,1253875582000,Mail-for-Exchange
Mail-for-Exchange,1253875700000,Messaging
Messaging,1253875806000,EPFLscope
EPFLscope,1253875885000,Py_
Py_,1253877359000,EPFLscope
EPFLscope,1253877363000,Messaging
Messaging,1253877598000,Py_
Py_,1253877787000,Log
Log,1253877790000,Telephone
